Id,Nom,Description,Portions,Portions unité,Difficulté,Coût,Régime,Catégorie,Préparation,Cuisson,Ingrédients,Instructions,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)","Energie, Règlement UE N° 1169/2011 (kcal/100 g)","Energie, N x facteur Jones, avec fibres  (kJ/100 g)","Energie, N x facteur Jones, avec fibres  (kcal/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)","Protéines, N x 6.25 (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Fructose (g/100 g),Galactose (g/100 g),Glucose (g/100 g),Lactose (g/100 g),Maltose (g/100 g),Saccharose (g/100 g),Amidon (g/100 g),Fibres alimentaires (g/100 g),Polyols totaux (g/100 g),Cendres (g/100 g),Alcool (g/100 g),Acides organiques (g/100 g),Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Chlorure (mg/100 g),Cuivre (mg/100 g),Fer (mg/100 g),Iode (µg/100 g),Magnésium (mg/100 g),Manganèse (mg/100 g),Phosphore (mg/100 g),Potassium (mg/100 g),Sélénium (µg/100 g),Sodium (mg/100 g),Zinc (mg/100 g),Rétinol (µg/100 g),Beta-Carotène (µg/100 g),Vitamine D (µg/100 g),Vitamine E (mg/100 g),Vitamine K1 (µg/100 g),Vitamine K2 (µg/100 g),Vitamine C (mg/100 g),Vitamine B1 ou Thiamine (mg/100 g),Vitamine B2 ou Riboflavine (mg/100 g),Vitamine B3 ou PP ou Niacine (mg/100 g),Vitamine B5 ou Acide pantothénique (mg/100 g),Vitamine B6 (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g),Image
100,Soupe de lentilles corail et lait de coco,"Une soupe douce et crémeuse de lentilles corail relevée par du lait de coco, idéale pour un repas réconfortant.",4,personnes,2,2,Sans gluten,Entrées,5,15,"200 g Lentilles corail
400 ml Lait de coco
1 Oignon, émincé
1 Gousse d'ail, émincée
1 cuillère à café Curcuma
750 ml Bouillon de légumes
Sel, au goût
Poivre, au goût","Émincer l'oignon et l'ail.
Faire revenir l'oignon et l'ail avec le curcuma dans le Thermochef avec le menu 'Thermo grill' pendant 5 min.
Ajouter les lentilles, le lait de coco et le bouillon.
Choisir le menu 'soupe' mode 1 (10 min).
Mixer la soupe jusqu'à obtenir une consistance lisse.
Assaisonner de sel et poivre.",55.6375,13.2,55.6375,13.2,286.2955675,9.663975,10.263975,16.9615,34.24375,7.9329,0.5300750000000001,0.000375,0.504,0.2265,0.2265,0.5222,7.852625,13.74625,0.00375,3.58395,0.0,0.0768,0.0,1.5283525,34.78075,175.72725,0.595825,4.0404975,13.9045,52.172875,1.87705,180.165,531.91725,10.77625,580.2379999999999,1.83832,0.0,24.0575,0.1275,0.278825,2.0005,0.0,4.5335,0.34684,0.0571,0.98365,0.46745,0.129375,47.12525,0.0,
101,Soupe de poivrons jaunes et curry,"Une délicieuse soupe épicée au curry et aux poivrons jaunes, idéale pour un repas léger.",4,personnes,2,2,Sans gluten,Entrées,10,15,"3 Poivrons jaunes, épépinés et coupés en lamelles
1 Oignon, émincé
2 Gousses d'ail, émincées
1 cuillère à café Curry en poudre
750 ml Bouillon de légumes
Sel, au goût
Poivre, au goût","Épépiner les poivrons et les couper en lamelles.
Émincer l'oignon et l'ail.
Faire revenir l'oignon, l'ail et le curry dans le Thermochef avec le menu 'Thermo grill' pendant 5 min.
Ajouter les poivrons et le bouillon.
Choisir le menu 'soupe' mode 1 (10 min).
Mixer la soupe jusqu'à obtenir une consistance lisse.
Assaisonner de sel et poivre.",205.4625,48.62,205.4625,48.62,310.6210675,2.1554,2.1554,8.4934,0.88875,6.4265,3.021325,0.001375,2.65905,0.353,0.353,0.6134999999999999,0.8989999999999999,2.19225,0.57,2.922725,0.0,1.319775,0.0,1.42846,21.82325,201.7545,0.09050000000000001,0.5719725,25.357,21.557875,0.2498,39.355,327.84225,23.42625,563.5554999999999,0.353695,0.0,740.15,0.004375,2.123275,2.286,0.0,137.11225,0.2567,0.043675,0.53395,0.2103,0.1315,58.7135,0.0,
102,Velouté de chou-fleur et curry,"Un velouté onctueux à base de chou-fleur, relevé par une pointe de curry.",4,personnes,2,3,Sans gluten,Entrées,10,15,"1 Chou-fleur, moyen
1 Oignon
2 Gousses d'ail
1 cuillère à café Curry en poudre
750 ml Bouillon de légumes
Sel, au goût
Poivre, au goût","Couper le chou-fleur en petits bouquets.
Émincer l'oignon et l'ail.
Dans le Thermochef, utiliser le menu 'Thermo grill' pour faire revenir l'oignon et l'ail avec le curry pendant 5 min.
Ajouter le chou-fleur et le bouillon de légumes.
Choisir le menu 'soupe' mode 1 (10 min).
Mixer le velouté jusqu'à obtenir une consistance lisse.
Assaisonner de sel et poivre.",263.5875,63.2075,263.5875,63.2075,381.4210675,4.49165,4.49165,7.1659,1.86375,4.7765,1.933825,0.001375,2.09655,0.503,0.503,0.7635,1.1615,4.96725,0.945,3.533975,0.0,0.168525,0.0,1.44196,55.27325,216.0795,0.04925,0.8419725,40.357,26.432875,0.38855,88.48,586.59225,38.42625,569.1804999999999,0.507445,0.0,27.275,0.004375,0.293275,7.16475,0.0,8.74975,0.281075,0.051175,0.70645,1.4028,0.4551250000000001,115.376,0.0,
103,Velouté de poivrons rouges et tomates,"Un velouté onctueux et savoureux à base de poivrons rouges et de tomates, parfait pour une entrée chaude ou un repas léger.",4,personnes,3,2,Sans gluten,Plats,10,25,"3 Poivrons rouges, épépinés et coupés en lamelles
4 Tomates, coupées en quartiers
1 Oignon, émincé
2 Gousses d'ail
750 ml Bouillon de légumes
1 poignée Basilic frais, haché
Sel, au goût
Poivre, au goût","Épépiner les poivrons et les couper en lamelles.
Couper les tomates en quartiers.
Émincer l'oignon et l'ail.
Faire revenir l'oignon et l'ail dans le Thermochef avec le menu 'Thermo grill' pendant 5 min.
Ajouter les poivrons, les tomates et le bouillon.
Choisir le menu 'soupe' mode 2 (20 min).
Mixer la soupe et ajouter le basilic haché.
Assaisonner de sel et poivre.",349.6025,83.3825,349.6025,83.3825,447.2820675,3.67315,3.67315,13.56375,1.443,10.4756,5.316575,0.020625,4.3921,0.353,0.353,0.6105499999999999,0.8989999999999999,6.1165,1.1507,4.345875,0.0,1.135225,0.0,1.44125,46.79425000000001,273.267,0.1206,1.0374725,25.6345,34.947875,0.3532,74.46000000000001,657.51725,37.42625,568.7035000000001,0.411495,0.0,1505.195,0.004375,4.882525,46.19950000000001,0.0,159.89625,0.3197,0.187475,1.56265,0.5597,0.517625,138.626,0.0,
104,Bar aux agrumes et romarin,Un plat élégant et parfumé de filets de bar cuits à la vapeur avec des agrumes et du romarin.,4,personnes,3,3,Sans gluten,Plats,10,10,"4 Filets de bar
1 Citron, en rondelles fines
1 Orange, en rondelles fines
1 branche Romarin frais
2 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût","Coupez le citron et l'orange en rondelles fines.
Disposez les rondelles d'agrumes sur le fond de la cuve Thermochef.
Placez les filets de bar sur les agrumes.
Parsemez de romarin frais.
Arrosez les filets avec l'huile d'olive.
Assaisonnez avec du sel et du poivre.
Utiliser le menu 'four vapeur' avec pression 5 pour 10 min, puissance 1.",760.565,181.1675,760.565,181.1675,143.9443175,23.3773,23.3773,3.4475,7.662800000000001,3.0016,1.103075,0.000375,1.0656,0.3525,0.3525,1.59005,0.13125,1.241,0.28125,2.027975,0.0,1.52135,57.12,0.5290725000000001,41.64375,308.1,0.07552500000000001,0.6335999999999999,38.8845,40.44737500000001,0.0665,265.6945,569.15175,48.60125,211.813,0.52622,25.2,17.9825,6.724875,2.488575,5.5465,0.0,27.15225,0.0554175,0.076,4.5672,0.7548,0.4183375,42.277,3.744,
105,Bœuf aux carottes et laurier,"Un plat mijoté de bœuf aux saveurs de carotte et laurier, parfait pour un repas réconfortant.",4,personnes,3,3,Sans gluten,Plats,10,30,"800 g Bœuf à braiser, (type paleron ou joue)
4 Carottes
2 Oignons
Quelques feuilles Laurier
500 ml Bouillon de bœuf sans gluten
2 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût","Coupez le bœuf en gros morceaux. Épluchez et coupez les carottes en rondelles. Émincez les oignons.
Faites revenir les oignons avec l'huile d'olive en mode thermo grill, puissance 3, pendant 5 minutes.
Ajoutez le bœuf et faites-le dorer de tous les côtés.
Ajoutez les carottes, les feuilles de laurier et le bouillon de bœuf.
Assaisonnez avec du sel et du poivre.
Fermez le couvercle et réglez sur le menu ragoût, pression 6, puissance 3. 30 minutes.",1743.825,417.8375,1743.825,417.8375,211.5720675,49.275875,49.275875,7.75125,22.67675,6.0091,1.300575,0.000375,1.3506,0.35,0.35,2.75005,0.575,2.593,0.25,2.526225,0.0,0.1253,0.0,1.90016,73.92125,212.95,0.033825,5.02907,16.3545,13.986125,0.253075,32.627,239.42425,12.50125,760.498,0.257195,0.0,4231.545,0.016875,1.6342,5.7915,0.0,3.5575,0.1144125,0.047775,0.101275,0.20455,0.131325,61.8045,0.0625,
106,Cabillaud en croûte d'herbes,Filets de cabillaud enrobés d'une délicieuse croûte d'herbes et cuits à la perfection.,4,personnes,3,3,Sans gluten,Plats,15,20,"4 Filets de cabillaud
1 bouquet Persil frais, haché finement
1 bouquet Ciboulette, hachée finement
2 Gousses d'ail, hachées finement
50 g Chapelure sans gluten
2 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût","Hachez finement le persil, la ciboulette et l'ail.
Mélangez la chapelure avec les herbes hachées.
Badigeonnez les filets de cabillaud avec l'huile d'olive, puis enrobez-les du mélange de chapelure et d'herbes.
Placez les filets dans la cuve du Thermochef.
Cuire mode four, température 140 degrés, 20 minutes; tourner à mi cuisson.
Assaisonnez avec du sel et du poivre.",1179.3,279.7175,1176.8,279.0925,140.2273175,39.46565,39.60315,10.17025,8.6125,1.25085,0.167575,0.000375,0.5411,0.0655,0.3655,0.07304999999999999,7.157749999999999,2.028,0.0075,2.764875,0.0,0.014875,69.75,0.86288,86.97125,581.7545,0.08637500000000001,1.696675,169.3195,50.883625,0.6952,406.637,755.88675,45.97750000000001,301.183,1.180945,3.5,1404.76,0.020625,2.707275,328.6485,0.0,47.23625,0.095675,0.130425,2.8729,0.54545,0.363575,62.0685,3.0,
107,Côtelettes d'agneau à la moutarde et romarin,Des côtelettes d'agneau savoureuses badigeonnées de moutarde et parsemées de romarin frais.,4,personnes,3,3,Sans gluten,Plats,5,15,"8 Côtelettes d'agneau
2 cuillère à soupe Moutarde
1 branche Romarin frais, haché
2 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût","Badigeonner les côtelettes d'agneau avec la moutarde.
Parsemez de romarin haché.
Arrosez les côtelettes avec l'huile d'olive.
Assaisonnez avec du sel et du poivre.
Placez les côtelettes dans la cuve du Thermochef.
Faites cuire dans le Thermochef couvercle ouvert menu four 150 degrés jusqu'à la cuisson désirée.",4853.84,1175.33,4853.84,1175.33,156.0605675,43.8013,43.8013,0.4565,110.88155,0.1261,0.047075,0.000375,0.0651,0.0075,0.0075,0.0098,0.195,0.20975,0.0,2.942225,0.0,0.137225,246.0,1.22826,48.00375,154.05,0.371175,4.716975,3.6795,55.56362500000001,0.1025,418.5445000000001,672.65175,6.001249999999999,435.7405,10.320845,135.0,18.995,1.216875,3.581325,4.241499999999999,0.0,3.13275,0.54873,0.904375,12.94845,1.6728,0.6076,8.962000000000002,3.6,
108,Curry de légumes au lait de coco,Un savoureux curry de légumes servi avec une sauce onctueuse au lait de coco.,4,personnes,3,2,Sans gluten,Plats,10,17,"1 Brocoli, coupé en petits bouquets
1 Courgette, coupé en dés
1 Carotte, coupé en dés
1 Oignon, émincé
2 Gousses d'ail
400 ml Lait de coco
2 cuillère à soupe Pâte de curry
2 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût","Coupez le brocoli en petits bouquets, la courgette et la carotte en dés. Émincez l'oignon et l'ail.
Faites revenir l'oignon et l'ail avec l'huile d'olive en mode thermo grill, puissance 3, pendant 5 minutes.
Ajoutez la pâte de curry et faites revenir pendant 2 minutes.
Ajoutez les légumes et le lait de coco.
Dans le Thermochef, réglez sur le menu ragoût, pression 6, puissance 3.
Fermez le couvercle et laissez mijoter pendant 10 minutes.
Assaisonnez avec du sel et du poivre avant de servir.",331.125,80.07000000000001,331.125,80.07000000000001,268.2410675,10.44565,11.04565,13.354,41.32425000000001,12.07185,2.351575,0.000375,1.8601,0.393,0.393,1.18855,0.32275,14.88475,0.07700000000000001,3.390875,0.0,1.721625,0.5625,0.50153,104.66625,365.6295,0.58215,3.8734725,10.6245,78.77862499999999,2.28395,265.347,1121.18675,6.29125,199.8955,1.967195,0.75,1665.495,0.271875,3.570525,278.456,0.0,172.36875,0.2258,0.273925,2.05515,1.64445,0.4682,290.4885,0.0105,
109,Curry de tofu et légumes,Un délicieux curry de tofu et légumes relevé avec de la pâte de curry et crémeux grâce au lait de coco.,4,personnes,3,3,Sans gluten,Plats,10,17,"400 g Tofu ferme, cubé
1 Courgette, coupée en dés
1 Poivron rouge, coupé en dés
1 Oignon, émincé
2 Gousses d'ail, émincées
400 ml Lait de coco
2 cuillère à soupe Pâte de curry
2 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût","Coupez le tofu en cubes.
Coupez la courgette et le poivron en dés.
Émincez l'oignon et l'ail.
Faites revenir l'oignon et l'ail avec l'huile d'olive en mode thermo grill, puissance 3, pendant 5 minutes.
Ajoutez la pâte de curry et faites revenir pendant 2 minutes.
Ajoutez le tofu, la courgette, le poivron et le lait de coco.
Fermez le couvercle et, réglez sur le menu ragoût, pression 6, puissance 3.
Laissez mijoter pendant 10 minutes.
Assaisonnez avec du sel et du poivre avant de servir.",984.375,236.77,962.375,231.77,231.5035675,18.2394,20.1394,14.96775,49.22925000000001,11.14185,2.219075,0.100375,2.0076,0.318,0.318,0.88355,0.754,11.89725,0.3995,3.019625,0.0,0.398625,0.5625,0.445655,134.49125,310.867,0.7424,5.1822225,34.4245,147.753625,2.63145,364.972,764.43675,30.39125,177.8955,2.697195,0.75,300.495,0.521875,3.980525,20.471,0.0,58.9875,0.1488,0.143925,1.07015,0.65695,0.345825,109.3385,0.0105,
110,Dorade au fenouil et orange,"Plat délicat mariant les saveurs de la mer avec la fraîcheur du fenouil et l'agrume de l'orange, cuit au Thermochef.",4,personnes,4,4,Sans gluten,Plats,10,15,"2 Dorades entières, écaillées et vidées
1 Bulbe de fenouil
1 Orange
2 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût","Coupez le fenouil en fines lamelles et l'orange en rondelles.
Farcissez les cavités des dorades avec une partie du fenouil et des rondelles d'orange.
Disposez les dorades dans la cuve Thermochef.
Répartissez le reste du fenouil et des rondelles d'orange autour des dorades.
Arrosez les dorades avec l'huile d'olive.
Assaisonnez avec du sel et du poivre.
Faites cuire dans le Thermochef pendant 15 minutes au menu four 150 degrés, couvercle fermé; tournez les dorades à mi-cuisson.",1453.5125,346.3125,1453.5125,346.3125,306.9790675,50.74700000000001,50.74700000000001,4.78125,13.36475,4.2266,1.413075,0.000375,1.5006,0.2,0.2,1.43755,0.35,2.701750000000001,0.5,4.177225,0.0,0.4388,151.25,0.6146849999999999,140.69625,210.675,0.371025,4.785225000000001,131.3545,65.236125,0.43845,521.7145,1478.81175,76.35125,241.6105,2.308445,19.25,22.05125,19.679375,3.913075000000001,43.6865,0.0,22.17,0.4390500000000001,0.271275,3.5024,0.20205,0.6955749999999999,41.267,0.0,
111,Filet de truite aux amandes et citron,"Filets de truite arrosés d'huile d'olive et de jus de citron, parsemés d'amandes effilées, cuits au four.",4,personnes,2,3,Sans gluten,Plats,5,15,"4 Filet de truite
50 g Amandes effilées
1 Citron, jus
2 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût","Assaisonnez les filets de truite avec du sel et du poivre.
Placez les filets dans la cuve Thermochef.
Arrosez les filets avec l'huile d'olive et le jus de citron. Parsemez d'amandes effilées.
Faites cuire dans le Thermochef pendant 15 minutes en mode four, température 150 degrés. Couvercle fermé; tourner à mi cuisson.",1415.075,339.0,1415.075,339.0,112.8478175,42.40950000000001,42.8845,1.595,25.7235,0.6766,0.100575,0.025375,0.1006,0.0625,0.0625,0.53755,0.04375,1.7205,0.09375,2.992225,0.0,1.12755,111.0,0.5044975,118.30875,160.3,0.341025,3.3796,16.6045,77.717375,1.1197,537.4645,824.81175,12.10125,200.173,1.57032,28.5,17.02375,0.048125,4.256825,4.3865,0.0,9.25125,0.6721125,0.66815,8.921149999999999,3.4683,0.3586375,42.8795,11.235,
112,Pavés de saumon à la provençale,"Des pavés de saumon cuits avec des tomates, de l'oignon, de l'ail et des herbes de Provence pour un repas savoureux aux accents du Sud.",4,personnes,3,3,Sans gluten,Plats,10,12,"4 Pavés de saumon
2 Tomates, coupées en dés
1 Oignon, émincé
2 Gousses d'ail, émincées
1 pincée Herbes de Provence
2 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût","Émincez l'oignon et l'ail. Coupez les tomates en dés.
Dans la cuve du Thermochef, disposez les pavés de saumon.
Répartissez l'oignon, l'ail, les tomates et les herbes de Provence sur le saumon.
Arrosez avec l'huile d'olive.
Assaisonnez avec du sel et du poivre.
Faites cuire dans le Thermochef pendant 12 minutes menu four 150 degrés, couvercle fermé; tourner à mi-cuisson.",1534.695,367.7075,1534.695,367.7075,184.5838175,35.55115,35.55115,3.75575,24.12475,3.00185,1.410075,0.000375,1.1596,0.128,0.128,0.38555,0.13525,1.5165,0.0166,2.777625,0.0,0.33715,54.45,0.47117,31.85425,299.9545,0.06835,0.9144724999999999,29.832,42.966125,0.13615,436.027,828.63675,37.73725,187.587,0.7342700000000001,7.5,342.045,13.070625,5.008,9.766,0.0,11.96875,0.373925,0.191825,10.985225,1.82945,0.838425,41.971,4.575,
113,Porc braisé aux pruneaux et vin rouge,Un délicieux plat de porc braisé mijoté avec des pruneaux et du vin rouge pour une saveur riche et réconfortante.,4,personnes,4,4,Sans gluten,Plats,5,45,"1 kg Rôti de porc
200 g Pruneaux
500 ml Vin rouge
2 Oignons, émincés
2 gousse Ail, haché
2 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût","Faites revenir les oignons émincés et l'ail haché dans l'huile d'olive en mode thermo grill, puissance 3, pendant 5 minutes.
Ajoutez le rôti de porc et faites-le dorer de tous les côtés.
Ajoutez les pruneaux et le vin rouge.
Assaisonnez avec du sel et du poivre.
Placez le rôti dans la cuve du Thermochef.
Faites cuire dans le Thermochef pendant 40 minutes menu ragoût pression 7, puissance 3.",2404.45,572.225,2404.45,572.225,358.0240675,77.416,77.416,13.56125,17.75475,8.166599999999999,2.328075,0.000375,3.2806,0.255,0.295,1.55255,0.25875,1.80925,0.03375,4.988725000000001,12.75,0.758925,163.75,0.504385,42.54125,185.3075,0.185075,2.44232,15.7295,98.898625,0.2727,564.4895,1159.31175,40.80625,201.348,4.700195,2.5,136.545,1.273125,1.918825,8.0315,0.0,5.588749999999999,2.27355,0.472025,17.03365,1.9423,1.000325,18.4195,0.825,
114,Poulet aux olives et citron confit,Un plat savoureux mêlant les saveurs acidulées du citron confit et la douceur des olives vertes,4,personnes,3,3,Sans gluten,Plats,10,25,"4 Cuisses de poulet
100 g Olives vertes, dénoyautées
2 Citrons confits
1 Oignon, émincé
2 Gousses d'ail, émincé
1 cuillère à café Paprika
1 cuillère à café Cumin
2 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût","Coupez les citrons confits en petits morceaux. Émincez l'oignon et l'ail.
Faites revenir l'oignon, l'ail, les épices et les cuisses de poulet avec l'huile d'olive en mode thermo grill, puissance 3, pendant 10 minutes.
Ajoutez les olives et les citrons confits.
Fermez le couvercle et réglez sur le menu four, température 150 degrés.
Laissez cuire pendant 15 minutes pour revenir à mi-cuisson.
Assaisonnez avec du sel et du poivre avant de servir.",3799.25,901.97,3799.25,901.97,196.2673675,53.33240000000001,53.33240000000001,96.58175,33.75075,79.90984999999999,23.238625,0.151325,31.19175,0.278,15.028,10.6896,0.21775,5.828250000000001,0.0225,4.167924999999999,0.0,0.329225,244.25,1.69573,145.91125,966.1295,0.2178,3.2709725,19.1545,67.831125,0.16605,424.6545,785.61175,66.82625,676.1755,4.520345000000001,17.0,45.4675,1.395625,3.828925,16.2395,0.0,7.77675,0.1611,0.395475,12.93855,1.83825,0.6319750000000001,26.301,0.84,
115,Poulet rôti au citron et thym,"Un poulet entier rôti aux saveurs de citron et de thym frais, cuit au Thermochef.",4,personnes,3,2,Sans gluten,Plats,5,60,"1.5 kg Poulet entier
2 Citrons
1 bouquet Thym frais
2 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût","Frottez le poulet avec l'huile d'olive, le sel et le poivre.
Coupez un citron en deux et placez-le à l'intérieur du poulet avec le thym.
Coupez l'autre citron en rondelles et disposez-les sur et autour du poulet.
Placez le poulet dans la cuve du Thermochef.
Faites cuire dans le Thermochef pendant 60 minutes menu four couvercle fermé 150 degrés, en tournant toutes les 20 minutes.",3767.0,900.525,3767.0,900.525,277.6715675,110.29625,110.29625,11.70875,44.25375,0.3016,0.150575,0.000375,0.1506,0.075,0.075,0.07504999999999999,0.0,4.451750000000001,0.1875,6.593475,0.0,2.294925,438.75,1.75721,199.62125,1072.8,0.3740250000000001,7.902725,27.6045,199.948625,0.6107,786.7645,1791.76175,30.07625,702.6855,5.435195,178.125,872.045,5.641875,3.456825,13.4365,0.0,64.87625,0.255825,0.744775,32.64715,3.81755,1.3142,42.9545,1.95,
116,Rôti de bœuf aux herbes et ail,"Un délicieux rôti de bœuf herbacé et aillé, parfait pour un dîner savoureux.",4,personnes,4,4,Sans gluten,Plats,5,10,"1 kg Rôti de bœuf
4 Gousses d'ail, hachées
1 bouquet Thym frais
1 bouquet Romarin frais
2 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût","Frottez le rôti de bœuf avec l'huile d'olive, le sel et le poivre.
Hachez l'ail et parsemez-le sur le rôti avec le thym et le romarin.
Placez le rôti dans la cuve du Thermochef.
Faites cuire dans le Thermochef pendant 10 minutes au menu four 140 degrés. Retourner à mi-cuisson.",1689.1,402.38,1689.1,402.38,211.3180675,57.0568,57.0568,5.38175,15.66375,0.0376,0.009575,0.000375,0.0066,0.006,0.006,0.02105,0.0105,6.20075,0.015,12.327525,0.0,0.026825,45.25000000000001,0.51115,187.95125,154.959,0.4647250000000001,13.896625,14.4545,140.461125,0.71045,551.9145,1208.66175,42.20125,280.3305,14.262695,0.0,870.3199999999999,0.024375,2.466725,4.1605,0.0,50.74125,0.2752,0.460075,15.9139,4.738350000000001,1.831075,50.7125,3.25,
